Sample name,Sample title,Public description,Collection date,Run accession,BioSample accession,fastqs,Isolation source,Experiment accession,Experiment title,Platform,Library Construction / Experimental Design,Strategy,Source,Selection,Layout,Read length for mate1(bp),Read length for mate 2(bp),download_urls,md5_checksums
Env_0759,Outside-5,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711091,SAMC1153105,"['CRR711091_f1.fq.gz', 'CRR711091_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637218,Env_0759,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711091/CRR711091_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711091/CRR711091_r2.fq.gz']","['2c8a42ac481f2ab54da1c03443370c81', 'ea0f405ddffc23d6dd90a86e19c5ea69']"
Env_0759,Outside-5,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711092,SAMC1153105,"['CRR711092_f1.fq.gz', 'CRR711092_r2.fq.gz']",West Wine of HSM (Sewers or sewerage wells),CRX637218,Env_0759,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711092/CRR711092_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711092/CRR711092_r2.fq.gz']","['c1ad8fa0894e10b1a851c25e5f2087b4', 'bef82977f91690410fb3991a2eb4c7b0']"
Env_0768,HXJMHL-1-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711093,SAMC1153106,"['CRR711093_f1.fq.gz', 'CRR711093_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637219,Env_0768,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711093/CRR711093_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711093/CRR711093_r2.fq.gz']","['667caeb84c79069bdbc76634b81ea56f', '00f12c8c8e918cb1802aa155c6a224fe']"
Env_0768,HXJMHL-1-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711094,SAMC1153106,"['CRR711094_f1.fq.gz', 'CRR711094_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637219,Env_0768,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711094/CRR711094_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711094/CRR711094_r2.fq.gz']","['51b8fc9e5b9c82767510eee3dc183521', '007b69352f5ba98c8180906541cb89c8']"
Env_0770,JXRJ-1-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711095,SAMC1153107,"['CRR711095_f1.fq.gz', 'CRR711095_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637220,Env_0770,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711095/CRR711095_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711095/CRR711095_r2.fq.gz']","['8f1ecfaaebb5456dd85d8f669e7d224e', '56e9bcea156cbc287d50fef175bf615c']"
Env_0770,JXRJ-1-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711096,SAMC1153107,"['CRR711096_f1.fq.gz', 'CRR711096_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637220,Env_0770,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711096/CRR711096_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711096/CRR711096_r2.fq.gz']","['797028bee8da28aaf8fc04fa24ed7c86', '9bc522d998a5e39c9e8b723ebdb49d33']"
Env_0788,CSSQ-1-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711097,SAMC1153108,"['CRR711097_f1.fq.gz', 'CRR711097_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637221,Env_0788,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711097/CRR711097_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711097/CRR711097_r2.fq.gz']","['95da32fcf64183f285d06969d3c87501', '0f87311b37eaf93eeba3f55b2bef3d02']"
Env_0788,CSSQ-1-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711098,SAMC1153108,"['CRR711098_f1.fq.gz', 'CRR711098_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637221,Env_0788,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711098/CRR711098_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711098/CRR711098_r2.fq.gz']","['c07c0f18403bdb4bba5a64a5975bf532', '2ede1092c081a137836a22e7c5643c06']"
Env_0789,CSSQ-1-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711099,SAMC1153109,"['CRR711099_f1.fq.gz', 'CRR711099_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637222,Env_0789,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711099/CRR711099_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711099/CRR711099_r2.fq.gz']","['463cb476bc4eebb914dab6c11f568d17', 'b4caaa7398df1645ba0babc6786ee02a']"
Env_0789,CSSQ-1-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711100,SAMC1153109,"['CRR711100_f1.fq.gz', 'CRR711100_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637222,Env_0789,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711100/CRR711100_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711100/CRR711100_r2.fq.gz']","['c6067c0ec6d656b9466f77f70a321d9a', '4b1c60a4a0e373ee0283b1df82ded78b']"
Env_0798,YCHC2-1-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711101,SAMC1153110,"['CRR711101_f1.fq.gz', 'CRR711101_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637223,Env_0798,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711101/CRR711101_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711101/CRR711101_r2.fq.gz']","['b54f481a31471115e28a6228f5bf9585', '8696c5a7fa8ecc4eb2bc7c40c6baf109']"
Env_0798,YCHC2-1-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711102,SAMC1153110,"['CRR711102_f1.fq.gz', 'CRR711102_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637223,Env_0798,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711102/CRR711102_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711102/CRR711102_r2.fq.gz']","['bd34d2213833e71aed4b7ac3e215367f', 'b2ba4c6dc371ed17f38a88fbf2be548c']"
Env_0799,YCHC2-1-3,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711103,SAMC1153111,"['CRR711103_f1.fq.gz', 'CRR711103_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637224,Env_0799,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711103/CRR711103_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711103/CRR711103_r2.fq.gz']","['8c7299e10f6e657eee5563aa9c7910be', '070bf8baf76d6b5d8a65f393e63dfa00']"
Env_0799,YCHC2-1-3,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711104,SAMC1153111,"['CRR711104_f1.fq.gz', 'CRR711104_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637224,Env_0799,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711104/CRR711104_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711104/CRR711104_r2.fq.gz']","['2f37482505e2b2429b792f0bc1a879a9', 'f134943387da0248cabcd7b3e41a51c1']"
Env_0800,HXJC4-1-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711105,SAMC1153112,"['CRR711105_f1.fq.gz', 'CRR711105_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637225,Env_0800,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711105/CRR711105_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711105/CRR711105_r2.fq.gz']","['96e0d03ab43635ce254beab6ff7b1f35', 'a4cfe1285a1c03ae52cde640793c891d']"
Env_0800,HXJC4-1-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711106,SAMC1153112,"['CRR711106_f1.fq.gz', 'CRR711106_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637225,Env_0800,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711106/CRR711106_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711106/CRR711106_r2.fq.gz']","['6fd82eee3b424fb7397cfad4f81669ae', '6218d2cea390227e342436cb0d1507cb']"
Env_0801,HXJC4-1-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711107,SAMC1153113,"['CRR711107_f1.fq.gz', 'CRR711107_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637226,Env_0801,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711107/CRR711107_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711107/CRR711107_r2.fq.gz']","['74fe91b0fcaad738917f3d2d34291754', '68548049f0aa858f296ee35e0c9c4f7f']"
Env_0801,HXJC4-1-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-09,CRR711108,SAMC1153113,"['CRR711108_f1.fq.gz', 'CRR711108_r2.fq.gz']",Sewerage well in the surrounding areas,CRX637226,Env_0801,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711108/CRR711108_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711108/CRR711108_r2.fq.gz']","['b3845cdfe44e5636318f830a5425d1e2', 'a41394bce13c449c7dc062fca05e58ce']"
Env_0839,C9,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-20,CRR711109,SAMC1153114,"['CRR711109_f1.fq.gz', 'CRR711109_r2.fq.gz']",West Wine of HSM,CRX637227,Env_0839,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711109/CRR711109_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711109/CRR711109_r2.fq.gz']","['35cea93161f6e9bd16b2b35d663a916f', '92329d095daf4be14f354ef2dd5aeb35']"
Env_0839,C9,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-20,CRR711110,SAMC1153114,"['CRR711110_f1.fq.gz', 'CRR711110_r2.fq.gz']",West Wine of HSM,CRX637227,Env_0839,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711110/CRR711110_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711110/CRR711110_r2.fq.gz']","['5a98cb7cba77f5ab1c632b5841e2c29f', 'fd2f73d75b0f01354a693986064c8913']"
Env_0842,C12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-20,CRR711111,SAMC1153115,"['CRR711111_f1.fq.gz', 'CRR711111_r2.fq.gz']",West Wine of HSM,CRX637228,Env_0842,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711111/CRR711111_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711111/CRR711111_r2.fq.gz']","['e3617dbbaf4a3540405e0cb374498aa0', '6acced4ac3b77d417dcea2c6849ece6f']"
Env_0842,C12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-20,CRR711112,SAMC1153115,"['CRR711112_f1.fq.gz', 'CRR711112_r2.fq.gz']",West Wine of HSM,CRX637228,Env_0842,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711112/CRR711112_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711112/CRR711112_r2.fq.gz']","['d48b2afa26f0f7ecb28b8bb67019b535', '18c8783bad2cb84f34663d17828d9626']"
Env_0847,C17,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-20,CRR711113,SAMC1153116,"['CRR711113_f1.fq.gz', 'CRR711113_r2.fq.gz']",West Wine of HSM,CRX637229,Env_0847,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711113/CRR711113_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711113/CRR711113_r2.fq.gz']","['91ad6ea7f8cedf1922bbe478aee35218', '8f12c661352bd073a4fe783496eca269']"
Env_0847,C17,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-20,CRR711114,SAMC1153116,"['CRR711114_f1.fq.gz', 'CRR711114_r2.fq.gz']",West Wine of HSM,CRX637229,Env_0847,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711114/CRR711114_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711114/CRR711114_r2.fq.gz']","['159b08b699e06e36822a11d3bbc973c0', '31dc6f172170ef9fd13fde98e4257454']"
Env_0856,E-10-29-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-20,CRR711115,SAMC1153117,"['CRR711115_f1.fq.gz', 'CRR711115_r2.fq.gz']",West Wine of HSM,CRX637230,Env_0856,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711115/CRR711115_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711115/CRR711115_r2.fq.gz']","['3142a4d3ce44ac80ce47a0ee0927c58c', '269d6b5c387415fd6c6c917240b60191']"
Env_0856,E-10-29-2,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-20,CRR711116,SAMC1153117,"['CRR711116_f1.fq.gz', 'CRR711116_r2.fq.gz']",West Wine of HSM,CRX637230,Env_0856,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711116/CRR711116_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711116/CRR711116_r2.fq.gz']","['f6bd0fc84d2db69d5ef62a71214ac08e', 'afbd61bc4a2d1b79e76776b6580e12f5']"
Env_0858,E-A-7-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-20,CRR711117,SAMC1153118,"['CRR711117_f1.fq.gz', 'CRR711117_r2.fq.gz']",East Wine of HSM,CRX637231,Env_0858,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711117/CRR711117_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711117/CRR711117_r2.fq.gz']","['49120c8b0636a08b75af6c5d89ab3834', 'd1d67c758367fb07490db89fbfeec96a']"
Env_0858,E-A-7-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-20,CRR711118,SAMC1153118,"['CRR711118_f1.fq.gz', 'CRR711118_r2.fq.gz']",East Wine of HSM,CRX637231,Env_0858,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711118/CRR711118_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711118/CRR711118_r2.fq.gz']","['10ad5f1835583e7eef39fdcb70c36f94', '2449dc9662de436c8c4eb874fd9c7001']"
Env_0873,CCDC-454,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-25,CRR711119,SAMC1153119,"['CRR711119_f1.fq.gz', 'CRR711119_r2.fq.gz']",West Wine of HSM,CRX637232,Env_0873,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711119/CRR711119_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711119/CRR711119_r2.fq.gz']","['103c5f6e2cddf4f108d593bbed70b402', '5b6953723f31183bb066a569555dd98a']"
Env_0873,CCDC-454,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-25,CRR711120,SAMC1153119,"['CRR711120_f1.fq.gz', 'CRR711120_r2.fq.gz']",West Wine of HSM,CRX637232,Env_0873,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711120/CRR711120_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711120/CRR711120_r2.fq.gz']","['4e9723b0749294f0128b2390b1e6492a', '9668be357cbb7a69409a679158af6b3e']"
Env_0875,629-1-L1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-29,CRR711121,SAMC1153120,"['CRR711121_f1.fq.gz', 'CRR711121_r2.fq.gz']",West Wine of HSM,CRX637233,Env_0875,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711121/CRR711121_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711121/CRR711121_r2.fq.gz']","['a944ed2f013c988873903032fb2372b5', '15c74def2ef5f0453b063e373280d9ce']"
Env_0875,629-1-L1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-29,CRR711122,SAMC1153120,"['CRR711122_f1.fq.gz', 'CRR711122_r2.fq.gz']",West Wine of HSM,CRX637233,Env_0875,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711122/CRR711122_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711122/CRR711122_r2.fq.gz']","['35782abc54d676eb6071776a22741405', '5420f93c38a03ef3eff136be46c56fe5']"
Env_0877,629-3-C,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-29,CRR711123,SAMC1153121,"['CRR711123_f1.fq.gz', 'CRR711123_r2.fq.gz']",West Wine of HSM,CRX637234,Env_0877,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711123/CRR711123_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711123/CRR711123_r2.fq.gz']","['7de05b54643852bf2a2884d2f55e2822', '5322574a5907bf00376662d1497534ac']"
Env_0877,629-3-C,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-29,CRR711124,SAMC1153121,"['CRR711124_f1.fq.gz', 'CRR711124_r2.fq.gz']",West Wine of HSM,CRX637234,Env_0877,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711124/CRR711124_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711124/CRR711124_r2.fq.gz']","['d159163d528c815749dca86c56cb0701', '97ade4b968303a63d72f2e32f23432e0']"
Env_0879,629-5-L4,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-29,CRR711125,SAMC1153122,"['CRR711125_f1.fq.gz', 'CRR711125_r2.fq.gz']",West Wine of HSM,CRX637235,Env_0879,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711125/CRR711125_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711125/CRR711125_r2.fq.gz']","['6cf5871548b81b46d708be946f686937', '86492df6543a24744901c2fed00495a3']"
Env_0879,629-5-L4,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-29,CRR711126,SAMC1153122,"['CRR711126_f1.fq.gz', 'CRR711126_r2.fq.gz']",West Wine of HSM,CRX637235,Env_0879,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711126/CRR711126_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711126/CRR711126_r2.fq.gz']","['2e53f2609e5e44a4d2893990090e4e01', '6276627be6e1423ebaf3c3c05dc8a81a']"
Env_0882,629-8-L7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-29,CRR711127,SAMC1153123,"['CRR711127_f1.fq.gz', 'CRR711127_r2.fq.gz']",West Wine of HSM,CRX637236,Env_0882,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711127/CRR711127_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711127/CRR711127_r2.fq.gz']","['a44253a4715149483d4217d3e52fd9d5', '3c046769f6341f8cb444726a732f3e0c']"
Env_0882,629-8-L7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-29,CRR711128,SAMC1153123,"['CRR711128_f1.fq.gz', 'CRR711128_r2.fq.gz']",West Wine of HSM,CRX637236,Env_0882,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711128/CRR711128_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711128/CRR711128_r2.fq.gz']","['49c5b05c3141342c4564505a95c3540b', 'ff04f8c51f6b3564e3955987eb79f7fc']"
Env_0885,629-11-L,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-02-29,CRR711129,SAMC1153124,"['CRR711129_f1.fq.gz', 'CRR711129_r2.fq.gz']",West Wine of HSM,CRX637237,Env_0885,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,PAIRED,100.0,100.0,"['ftp://download.big.ac.cn/gsa/CRA010170/CRR711129/CRR711129_f1.fq.gz', 'ftp://download.big.ac.cn/gsa/CRA010170/CRR711129/CRR711129_r2.fq.gz']","['aade7ce0f3bb0c7a708192250d937949', '64b69123c375ddc03e88a1b19339f827']"
